w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15
1.676409100000000080e+03,7.953721000000000458e+02,7.871065999999999576e+02,1.686738100000000031e+03,7.994333000000000311e+02,7.779072999999999638e+02,3.347890800000000127e+03,3.171075699999999870e+03,1.057689100000000053e+03,1.048551500000000033e+03,6.219344999999999573e+02,6.227156999999999698e+02,1.011948300000000017e+03,1.030368500000000040e+03,5.683159000000000560e+02,5.634429999999999836e+02
1.689450599999999895e+03,8.168894999999999982e+02,7.729785000000000537e+02,1.700050899999999956e+03,8.185368999999999460e+02,7.619887999999999693e+02,3.323607399999999870e+03,3.232287800000000061e+03,1.050124299999999948e+03,1.040988000000000056e+03,6.167789000000000215e+02,6.187161999999999580e+02,1.022079100000000039e+03,1.039340799999999945e+03,5.913363000000000511e+02,5.825316000000000258e+02
1.699257900000000063e+03,8.439820999999999458e+02,7.558694000000000415e+02,1.710136600000000044e+03,8.387709999999999582e+02,7.481539000000000215e+02,3.301543000000000120e+03,3.290627899999999954e+03,1.044506599999999935e+03,1.032697100000000091e+03,6.115492000000000417e+02,6.157901000000000522e+02,1.029367999999999938e+03,1.047005699999999933e+03,6.146856000000000222e+02,6.025685999999999467e+02
1.715081799999999930e+03,8.693732999999999720e+02,7.382463999999999942e+02,1.721168699999999944e+03,8.666204999999999927e+02,7.313070999999999913e+02,3.272049100000000180e+03,3.365748700000000099e+03,1.034482400000000098e+03,1.024547700000000077e+03,6.063700999999999794e+02,6.096489000000000260e+02,1.044398200000000088e+03,1.055900399999999991e+03,6.384507999999999583e+02,6.299992999999999483e+02
1.733416099999999915e+03,8.965796000000000276e+02,7.197021999999999480e+02,1.735826900000000023e+03,8.957070999999999685e+02,7.152776000000000067e+02,3.241959800000000087e+03,3.450549700000000030e+03,1.025623399999999947e+03,1.015086400000000026e+03,5.997048999999999523e+02,6.045451000000000477e+02,1.059576800000000048e+03,1.068917599999999993e+03,6.657928000000000566e+02,6.592625000000000455e+02
1.746385399999999890e+03,9.245687000000000353e+02,7.052782999999999447e+02,1.747071899999999914e+03,9.251857999999999720e+02,7.002442999999999529e+02,3.215173999999999978e+03,3.529560399999999845e+03,1.017575699999999983e+03,1.006566799999999944e+03,5.944000999999999522e+02,5.996313999999999851e+02,1.071917200000000093e+03,1.079059600000000046e+03,6.933393999999999551e+02,6.882441999999999780e+02
1.765923099999999977e+03,9.521181000000000267e+02,6.883239999999999554e+02,1.755173500000000104e+03,9.595725999999999658e+02,6.849171999999999798e+02,3.184607599999999820e+03,3.617420900000000074e+03,1.007869500000000016e+03,9.974107000000000198e+02,5.889473000000000411e+02,5.933800999999999704e+02,1.091009999999999991e+03,1.087049299999999903e+03,7.195384000000000242e+02,7.228232000000000426e+02
1.782061500000000024e+03,9.826916999999999689e+02,6.740367999999999711e+02,1.764170800000000099e+03,9.954941000000000031e+02,6.689470000000000027e+02,3.146007799999999861e+03,3.717394099999999980e+03,9.961443000000000438e+02,9.847820000000000391e+02,5.804928999999999633e+02,5.875886000000000422e+02,1.111134800000000041e+03,1.099248100000000022e+03,7.520180000000000291e+02,7.579932000000000016e+02
1.790260899999999992e+03,1.017106300000000033e+03,6.589117999999999711e+02,1.772258100000000013e+03,1.030989700000000084e+03,6.546441999999999553e+02,3.109977400000000216e+03,3.810193600000000060e+03,9.850217000000000098e+02,9.732038999999999760e+02,5.738527000000000271e+02,5.808990999999999758e+02,1.122878799999999956e+03,1.113231199999999944e+03,7.855258000000000038e+02,7.915578000000000429e+02
1.800773300000000063e+03,1.050687300000000050e+03,6.461756000000000313e+02,1.782891399999999976e+03,1.068606800000000021e+03,6.418044999999999618e+02,3.072332699999999932e+03,3.914606200000000172e+03,9.736906999999999925e+02,9.606498000000000275e+02,5.672091000000000349e+02,5.737830999999999904e+02,1.136724500000000035e+03,1.130355999999999995e+03,8.210118999999999687e+02,8.295137999999999465e+02
1.811140000000000100e+03,1.086651699999999892e+03,6.342526000000000295e+02,1.792157699999999977e+03,1.106759000000000015e+03,6.276684999999999945e+02,3.038725699999999961e+03,4.015903800000000047e+03,9.634375999999999749e+02,9.500958000000000538e+02,5.606058000000000447e+02,5.675865000000000009e+02,1.152110100000000102e+03,1.142606600000000071e+03,8.568908000000000129e+02,8.672962999999999738e+02
1.825212800000000016e+03,1.122957400000000007e+03,6.228061999999999898e+02,1.801085299999999961e+03,1.147084000000000060e+03,6.139959999999999809e+02,2.994781599999999798e+03,4.134360099999999875e+03,9.506266000000000531e+02,9.355570999999999913e+02,5.526119999999999663e+02,5.589859000000000151e+02,1.172380000000000109e+03,1.159219399999999951e+03,8.963577999999999975e+02,9.094029000000000451e+02
1.839040299999999888e+03,1.165593900000000076e+03,6.091494999999999891e+02,1.812310199999999895e+03,1.189414500000000089e+03,6.008746999999999616e+02,2.947192399999999907e+03,4.265190700000000106e+03,9.360801000000000158e+02,9.202065000000000055e+02,5.439407999999999674e+02,5.499650000000000318e+02,1.194437599999999975e+03,1.178862599999999929e+03,9.403251999999999953e+02,9.545652999999999793e+02
1.844427599999999984e+03,1.211085100000000011e+03,5.975421000000000049e+02,1.827002700000000004e+03,1.228953999999999951e+03,5.875825999999999567e+02,2.906210199999999986e+03,4.386383899999999812e+03,9.226257000000000517e+02,9.076305999999999585e+02,5.367154000000000451e+02,5.422385000000000446e+02,1.207682399999999916e+03,1.199926500000000033e+03,9.870312999999999874e+02,9.947436999999999898e+02
1.853781300000000101e+03,1.251952800000000025e+03,5.880635999999999513e+02,1.836730399999999918e+03,1.273109300000000076e+03,5.751101999999999634e+02,2.863089300000000094e+03,4.511658300000000054e+03,9.090076999999999998e+02,8.940575999999999794e+02,5.289951999999999543e+02,5.340288000000000466e+02,1.225782999999999902e+03,1.217544300000000021e+03,1.031011799999999994e+03,1.040319199999999910e+03
1.872029299999999921e+03,1.294081599999999980e+03,5.728713000000000193e+02,1.842982299999999896e+03,1.322805399999999963e+03,5.647708999999999833e+02,2.821928300000000036e+03,4.643612500000000182e+03,8.973863000000000056e+02,8.803768999999999778e+02,5.199148000000000138e+02,5.272503000000000384e+02,1.248798900000000003e+03,1.231996599999999944e+03,1.073882200000000012e+03,1.091934799999999996e+03
1.879984999999999900e+03,1.345881399999999985e+03,5.600176999999999907e+02,1.859359400000000051e+03,1.366382700000000114e+03,5.524163999999999533e+02,2.779905699999999797e+03,4.780136900000000423e+03,8.839039999999999964e+02,8.672448000000000548e+02,5.127160000000000082e+02,5.190408999999999651e+02,1.264062500000000000e+03,1.256109799999999950e+03,1.126201600000000099e+03,1.136762999999999920e+03
1.892149899999999889e+03,1.395112499999999955e+03,5.474279000000000224e+02,1.870219000000000051e+03,1.415371100000000069e+03,5.415594999999999573e+02,2.736389999999999873e+03,4.921449899999999616e+03,8.705979999999999563e+02,8.534095999999999549e+02,5.044941999999999780e+02,5.108881999999999834e+02,1.284268499999999904e+03,1.275680900000000065e+03,1.176329600000000028e+03,1.188170900000000074e+03
1.902449299999999994e+03,1.445521400000000085e+03,5.353225999999999658e+02,1.879311300000000074e+03,1.463043699999999944e+03,5.320063000000000102e+02,2.694102800000000116e+03,5.059551800000000185e+03,8.581606000000000449e+02,8.397122000000000526e+02,4.955953999999999837e+02,5.036345999999999776e+02,1.302481399999999894e+03,1.294000900000000001e+03,1.228055900000000065e+03,1.238013599999999997e+03
1.911408799999999928e+03,1.495743500000000040e+03,5.248170999999999822e+02,1.889932099999999991e+03,1.515408100000000104e+03,5.213835000000000264e+02,2.649121599999999944e+03,5.205571500000000015e+03,8.433292000000000144e+02,8.262060999999999922e+02,4.877364000000000033e+02,4.948498999999999910e+02,1.321796399999999949e+03,1.314186300000000074e+03,1.280107400000000098e+03,1.292481399999999894e+03
1.705679200000000037e+03,7.994722000000000435e+02,7.926109000000000151e+02,1.711599699999999984e+03,8.075484999999999900e+02,7.811943999999999733e+02,3.462430199999999786e+03,3.131674700000000030e+03,1.077523300000000063e+03,1.063459900000000061e+03,6.591694999999999709e+02,6.652775000000000318e+02,1.000022500000000036e+03,1.017506399999999985e+03,5.620470000000000255e+02,5.550987999999999829e+02
1.718021999999999935e+03,8.203381000000000540e+02,7.777006000000000085e+02,1.725922000000000025e+03,8.250737000000000307e+02,7.667857000000000198e+02,3.439436599999999999e+03,3.190405499999999847e+03,1.070240800000000036e+03,1.057218699999999899e+03,6.544854000000000269e+02,6.604917000000000371e+02,1.008460500000000025e+03,1.026885199999999941e+03,5.838740000000000236e+02,5.741857999999999720e+02
1.727090699999999970e+03,8.472405999999999722e+02,7.600855000000000246e+02,1.734851699999999937e+03,8.465667999999999438e+02,7.534992999999999483e+02,3.415905999999999949e+03,3.249428600000000188e+03,1.064318500000000085e+03,1.048281999999999925e+03,6.485327999999999520e+02,6.577726999999999862e+02,1.015543599999999969e+03,1.034750299999999925e+03,6.070218999999999596e+02,5.951127999999999929e+02
1.744856700000000046e+03,8.718106000000000222e+02,7.432423000000000002e+02,1.744131599999999935e+03,8.750276000000000067e+02,7.363183999999999969e+02,3.388337300000000141e+03,3.323049899999999980e+03,1.054839300000000094e+03,1.041008700000000090e+03,6.442537999999999556e+02,6.512355000000000018e+02,1.032417300000000068e+03,1.040880000000000109e+03,6.293991999999999507e+02,6.233533999999999651e+02
1.761788000000000011e+03,8.977816000000000258e+02,7.248250000000000455e+02,1.756520800000000008e+03,9.035543000000000120e+02,7.214175999999999931e+02,3.359057200000000194e+03,3.402830100000000130e+03,1.045988800000000083e+03,1.032271099999999933e+03,6.379283000000000357e+02,6.458690000000000282e+02,1.046982400000000098e+03,1.052449499999999944e+03,6.544950999999999794e+02,6.519030999999999949e+02
1.777789999999999964e+03,9.248633999999999560e+02,7.107540999999999940e+02,1.766022699999999986e+03,9.333469000000000051e+02,7.061367000000000189e+02,3.331846300000000156e+03,3.483067500000000109e+03,1.037958300000000008e+03,1.023390099999999961e+03,6.325130000000000337e+02,6.409849000000000387e+02,1.062559899999999971e+03,1.060575000000000045e+03,6.813763000000000147e+02,6.815562999999999647e+02
1.796832100000000082e+03,9.533402999999999565e+02,6.925265000000000555e+02,1.775672299999999950e+03,9.670755000000000337e+02,6.904230999999999767e+02,3.297279199999999946e+03,3.574590599999999995e+03,1.027895600000000059e+03,1.013077099999999973e+03,6.255326000000000022e+02,6.337739000000000260e+02,1.081406199999999899e+03,1.071540999999999940e+03,7.088645000000000209e+02,7.157789000000000215e+02
1.812008299999999963e+03,9.859510999999999967e+02,6.768388999999999669e+02,1.785846500000000106e+03,1.001589600000000019e+03,6.743523999999999887e+02,3.257805499999999938e+03,3.674781300000000101e+03,1.015881999999999948e+03,1.000927299999999946e+03,6.163846999999999525e+02,6.276114999999999782e+02,1.100663600000000088e+03,1.084686999999999898e+03,7.428680000000000518e+02,7.495626999999999498e+02
1.818398899999999912e+03,1.020983500000000049e+03,6.626951000000000249e+02,1.794490399999999909e+03,1.035624800000000050e+03,6.599151000000000522e+02,3.218286599999999908e+03,3.769821199999999862e+03,1.003924999999999955e+03,9.883736000000000104e+02,6.094977999999999838e+02,6.194901999999999589e+02,1.112104700000000093e+03,1.100439900000000080e+03,7.775499999999999545e+02,7.827265999999999622e+02
1.828466699999999946e+03,1.055006399999999985e+03,6.495502000000000180e+02,1.807352000000000089e+03,1.072489100000000008e+03,6.466413000000000011e+02,3.179713999999999942e+03,3.875791700000000219e+03,9.900225000000000364e+02,9.778484999999999445e+02,6.035950000000000273e+02,6.112480000000000473e+02,1.127746499999999969e+03,1.117713799999999992e+03,8.126593000000000302e+02,8.206721000000000004e+02
1.839714300000000094e+03,1.088495699999999943e+03,6.380611000000000104e+02,1.814333800000000110e+03,1.111847999999999956e+03,6.325561999999999898e+02,3.144856000000000222e+03,3.976153099999999995e+03,9.806721999999999753e+02,9.658998000000000275e+02,5.961656000000000404e+02,6.051183999999999514e+02,1.143027900000000045e+03,1.129738499999999931e+03,8.474053999999999860e+02,8.589813000000000329e+02
1.851099099999999908e+03,1.125051799999999957e+03,6.279376999999999498e+02,1.825800600000000031e+03,1.149387199999999893e+03,6.187761000000000422e+02,3.105050600000000031e+03,4.089001900000000205e+03,9.683636999999999944e+02,9.537663000000000011e+02,5.892360999999999649e+02,5.966844999999999573e+02,1.160543699999999944e+03,1.146493099999999913e+03,8.869451000000000249e+02,8.980199999999999818e+02
1.866230000000000018e+03,1.166034300000000030e+03,6.135399999999999636e+02,1.835350899999999911e+03,1.193345700000000079e+03,6.055338000000000420e+02,3.055895100000000184e+03,4.220139600000000428e+03,9.533194999999999482e+02,9.383740999999999985e+02,5.798790999999999940e+02,5.873224000000000160e+02,1.184366899999999987e+03,1.165085299999999961e+03,9.292387999999999693e+02,9.444486000000000558e+02
1.872890900000000101e+03,1.210286800000000085e+03,6.014514000000000351e+02,1.847776000000000067e+03,1.234945899999999938e+03,5.923397999999999683e+02,3.010288900000000012e+03,4.345401899999999841e+03,9.397966999999999871e+02,9.233147000000000162e+02,5.706281000000000176e+02,5.795493999999999915e+02,1.199511099999999942e+03,1.186616400000000112e+03,9.756932000000000471e+02,9.865811999999999671e+02
1.881342000000000098e+03,1.253030899999999974e+03,5.909104999999999563e+02,1.859432000000000016e+03,1.277468399999999974e+03,5.792907999999999902e+02,2.967918400000000020e+03,4.469556199999999990e+03,9.249111000000000331e+02,9.122047999999999774e+02,5.636425000000000409e+02,5.701599999999999682e+02,1.217293400000000020e+03,1.204151399999999967e+03,1.020436400000000049e+03,1.030674999999999955e+03
1.899050300000000107e+03,1.294288800000000037e+03,5.764959999999999809e+02,1.864961700000000064e+03,1.326733199999999897e+03,5.674669999999999845e+02,2.927412800000000061e+03,4.597584200000000237e+03,9.146015999999999622e+02,8.982016999999999598e+02,5.541285000000000309e+02,5.634809999999999945e+02,1.239444099999999935e+03,1.218016000000000076e+03,1.062660900000000083e+03,1.080463199999999915e+03
1.906117099999999937e+03,1.344764799999999923e+03,5.653504000000000360e+02,1.878943199999999933e+03,1.368931199999999990e+03,5.556046999999999798e+02,2.881967599999999948e+03,4.733743800000000192e+03,9.010125000000000455e+02,8.834808000000000447e+02,5.470891000000000304e+02,5.533852000000000544e+02,1.255130699999999933e+03,1.241794300000000021e+03,1.114000000000000000e+03,1.125818800000000010e+03
1.918073799999999892e+03,1.392444099999999935e+03,5.534750999999999976e+02,1.888795900000000074e+03,1.416996200000000044e+03,5.442770000000000437e+02,2.837078399999999874e+03,4.872983699999999772e+03,8.876669000000000551e+02,8.695479000000000269e+02,5.387603000000000293e+02,5.441032999999999902e+02,1.275730399999999918e+03,1.260498000000000047e+03,1.162835399999999936e+03,1.176919900000000098e+03
1.928663399999999911e+03,1.443148100000000113e+03,5.404383000000000266e+02,1.896070899999999938e+03,1.466693199999999933e+03,5.349849000000000387e+02,2.790132200000000012e+03,5.015866600000000290e+03,8.745271000000000186e+02,8.538985999999999876e+02,5.279569999999999936e+02,5.367495000000000118e+02,1.295116800000000012e+03,1.280225699999999961e+03,1.215648899999999912e+03,1.227875199999999950e+03
1.936074399999999969e+03,1.490136099999999942e+03,5.314289999999999736e+02,1.904301099999999906e+03,1.517866600000000062e+03,5.255940000000000509e+02,2.744705800000000181e+03,5.156695399999999609e+03,8.602480000000000473e+02,8.401239000000000487e+02,5.190733999999999924e+02,5.282604999999999791e+02,1.313646400000000085e+03,1.299001999999999953e+03,1.265671700000000101e+03,1.281375299999999925e+03
1.738554200000000037e+03,8.025312000000000126e+02,7.973905999999999494e+02,1.732545900000000074e+03,8.153025000000000091e+02,7.896023000000000138e+02,3.581593800000000101e+03,3.090332899999999881e+03,1.099615500000000111e+03,1.079201000000000022e+03,6.970597999999999956e+02,7.087174999999999727e+02,9.885608999999999469e+02,1.002501300000000015e+03,5.542397999999999456e+02,5.480308999999999742e+02
1.752454400000000078e+03,8.225931000000000495e+02,7.823749000000000251e+02,1.745198699999999917e+03,8.336123000000000047e+02,7.746136000000000195e+02,3.556287800000000061e+03,3.150559200000000146e+03,1.091543400000000020e+03,1.072127400000000080e+03,6.924922000000000253e+02,7.031248000000000502e+02,9.995733000000000175e+02,1.010934099999999944e+03,5.748134999999999764e+02,5.682382999999999811e+02
1.760340099999999893e+03,8.503479999999999563e+02,7.644380999999999631e+02,1.754397400000000061e+03,8.550381999999999607e+02,7.612273999999999887e+02,3.534711099999999988e+03,3.207078100000000177e+03,1.086038000000000011e+03,1.064509399999999914e+03,6.866824000000000296e+02,7.004813000000000329e+02,1.005476300000000037e+03,1.018786600000000021e+03,5.979294999999999618e+02,5.878857000000000426e+02
1.776340500000000020e+03,8.751145000000000209e+02,7.476035000000000537e+02,1.763960800000000063e+03,8.846724000000000387e+02,7.427835000000000036e+02,3.504669300000000021e+03,3.281805899999999838e+03,1.075457400000000007e+03,1.057007000000000062e+03,6.823483999999999696e+02,6.928564999999999827e+02,1.022023699999999963e+03,1.026006699999999910e+03,6.202290000000000418e+02,6.165465000000000373e+02
1.793354199999999992e+03,9.007857999999999947e+02,7.295529000000000224e+02,1.773707200000000057e+03,9.133125999999999749e+02,7.282892000000000507e+02,3.474087500000000091e+03,3.360914400000000114e+03,1.067476499999999987e+03,1.046625600000000077e+03,6.756485999999999876e+02,6.873368000000000393e+02,1.036887899999999945e+03,1.036571400000000040e+03,6.446798999999999751e+02,6.457752000000000407e+02
1.808582499999999982e+03,9.274542000000000144e+02,7.156685999999999694e+02,1.783383900000000040e+03,9.422975000000000136e+02,7.140184000000000424e+02,3.448784500000000207e+03,3.438620600000000195e+03,1.060653800000000047e+03,1.038210700000000088e+03,6.698590000000000373e+02,6.830610000000000355e+02,1.051117899999999963e+03,1.044671700000000101e+03,6.710746000000000322e+02,6.747563999999999851e+02
1.826104599999999891e+03,9.545442000000000462e+02,6.986660000000000537e+02,1.792114399999999932e+03,9.762346000000000004e+02,6.987274999999999636e+02,3.412423299999999927e+03,3.529967999999999847e+03,1.048978000000000065e+03,1.028272300000000087e+03,6.619441000000000486e+02,6.762288999999999533e+02,1.070169200000000046e+03,1.055441900000000032e+03,6.992234999999999445e+02,7.081334000000000515e+02
1.843135299999999916e+03,9.862953999999999724e+02,6.826870000000000118e+02,1.803566299999999956e+03,1.010182300000000055e+03,6.821059000000000196e+02,3.369291099999999915e+03,3.634681099999999788e+03,1.037464400000000069e+03,1.013964799999999968e+03,6.523890999999999849e+02,6.684728000000000065e+02,1.090210100000000011e+03,1.071620499999999993e+03,7.330540999999999485e+02,7.427963999999999487e+02
1.848816100000000006e+03,1.022401200000000017e+03,6.675910000000000082e+02,1.815517299999999977e+03,1.044884099999999989e+03,6.657444000000000415e+02,3.331232100000000173e+03,3.729722000000000207e+03,1.023904199999999946e+03,1.004192800000000034e+03,6.464550000000000409e+02,6.596801000000000386e+02,1.102436699999999973e+03,1.086988800000000083e+03,7.670123999999999569e+02,7.762840999999999667e+02
1.857051300000000083e+03,1.057851400000000012e+03,6.536119999999999663e+02,1.829181100000000015e+03,1.080040600000000040e+03,6.526045000000000300e+02,3.293136599999999817e+03,3.833204299999999876e+03,1.009715100000000007e+03,9.948677999999999884e+02,6.404156000000000404e+02,6.511381000000000085e+02,1.117200599999999895e+03,1.104094599999999900e+03,8.021834000000000060e+02,8.127256999999999607e+02
1.868117999999999938e+03,1.092249600000000100e+03,6.412812999999999874e+02,1.836564399999999978e+03,1.119457900000000109e+03,6.385673000000000457e+02,3.258379699999999957e+03,3.933858799999999974e+03,9.999637000000000171e+02,9.833449000000000524e+02,6.329836999999999989e+02,6.450874000000000024e+02,1.133081200000000081e+03,1.115846800000000030e+03,8.366203000000000429e+02,8.513105000000000473e+02
1.881320400000000063e+03,1.129678300000000036e+03,6.296223999999999705e+02,1.848594399999999951e+03,1.156339999999999918e+03,6.238347999999999729e+02,3.214282400000000052e+03,4.051107899999999972e+03,9.860910000000000082e+02,9.710436999999999443e+02,6.252480000000000473e+02,6.348997000000000526e+02,1.153391699999999901e+03,1.133044399999999996e+03,8.768903999999999996e+02,8.907813999999999623e+02
