w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15
1.780582599999999957e+03,6.586843999999999824e+02,1.033855299999999943e+03,1.795775599999999940e+03,6.635218999999999596e+02,1.016114699999999971e+03,4.005395799999999781e+03,2.939138699999999972e+03,1.157744500000000016e+03,1.153135800000000017e+03,8.495680999999999585e+02,8.479474000000000160e+02,9.382116999999999507e+02,9.570923999999999978e+02,5.285979999999999563e+02,5.182365999999999531e+02
1.791138899999999921e+03,6.787910000000000537e+02,1.017235000000000014e+03,1.806383900000000040e+03,6.835196999999999434e+02,9.979027999999999565e+02,3.974611199999999826e+03,2.996360099999999875e+03,1.148261600000000044e+03,1.145958000000000084e+03,8.428111000000000104e+02,8.405805000000000291e+02,9.486230000000000473e+02,9.658251999999999953e+02,5.484692000000000007e+02,5.364426999999999452e+02
1.796890499999999975e+03,7.045571999999999662e+02,9.977268000000000256e+02,1.814352699999999913e+03,7.035655000000000427e+02,9.847537999999999556e+02,3.949637200000000121e+03,3.048209299999999985e+03,1.141409900000000107e+03,1.138910800000000108e+03,8.357045000000000528e+02,8.366119999999999663e+02,9.543858000000000175e+02,9.732432000000000016e+02,5.686743000000000166e+02,5.549059999999999491e+02
1.810329600000000028e+03,7.272641999999999598e+02,9.799012000000000171e+02,1.820748000000000047e+03,7.319808000000000447e+02,9.658451000000000022e+02,3.913990200000000186e+03,3.118078700000000026e+03,1.130158400000000029e+03,1.130424500000000080e+03,8.285146999999999480e+02,8.278926000000000158e+02,9.705362999999999829e+02,9.800661000000000058e+02,5.892856000000000449e+02,5.811906999999999925e+02
1.825337500000000091e+03,7.537042999999999893e+02,9.587554000000000087e+02,1.830523799999999937e+03,7.603117999999999483e+02,9.490294999999999845e+02,3.876738699999999881e+03,3.196923600000000079e+03,1.120591799999999921e+03,1.120293300000000045e+03,8.196941000000000486e+02,8.191594999999999800e+02,9.857844999999999800e+02,9.917637999999999465e+02,6.127268000000000256e+02,6.096485000000000127e+02
1.835407400000000052e+03,7.823114000000000487e+02,9.423762000000000398e+02,1.838649100000000089e+03,7.871846000000000458e+02,9.331529000000000451e+02,3.842283600000000206e+03,3.272797999999999774e+03,1.111323799999999892e+03,1.110157600000000002e+03,8.120013999999999896e+02,8.118007999999999811e+02,9.981835999999999558e+02,1.002459699999999998e+03,6.395861999999999625e+02,6.355684999999999718e+02
1.849769299999999930e+03,8.091457000000000335e+02,9.240795000000000528e+02,1.845986100000000079e+03,8.197202999999999520e+02,9.147726000000000113e+02,3.802863100000000031e+03,3.356610400000000027e+03,1.099722500000000082e+03,1.100606399999999894e+03,8.037145000000000437e+02,8.018197000000000116e+02,1.015045700000000011e+03,1.013107099999999946e+03,6.655117999999999938e+02,6.659457999999999629e+02
1.865031300000000101e+03,8.383482000000000198e+02,9.057675000000000409e+02,1.850564699999999903e+03,8.561934999999999718e+02,8.977137000000000171e+02,3.754364799999999832e+03,3.455254100000000108e+03,1.086119999999999891e+03,1.086461700000000064e+03,7.915416000000000167e+02,7.932414999999999736e+02,1.037707699999999932e+03,1.024451000000000022e+03,6.947776999999999816e+02,7.013176999999999452e+02
1.868629599999999982e+03,8.750217999999999847e+02,8.897396999999999707e+02,1.860293499999999995e+03,8.887908999999999651e+02,8.784248000000000047e+02,3.708737500000000182e+03,3.548162800000000061e+03,1.073511299999999892e+03,1.073733199999999897e+03,7.823053999999999633e+02,7.821875999999999749e+02,1.048595700000000079e+03,1.041481199999999944e+03,7.299787000000000035e+02,7.311072000000000344e+02
1.878169200000000046e+03,9.052795999999999594e+02,8.762627999999999702e+02,1.871149699999999939e+03,9.226748000000000047e+02,8.638410000000000082e+02,3.671592599999999948e+03,3.641784500000000207e+03,1.061758199999999988e+03,1.064920200000000023e+03,7.747762000000000171e+02,7.731380000000000337e+02,1.063416799999999967e+03,1.055682900000000018e+03,7.607604000000000042e+02,7.649243999999999915e+02
1.889176099999999906e+03,9.412426000000000386e+02,8.602263000000000375e+02,1.879661900000000060e+03,9.618211999999999762e+02,8.454883999999999560e+02,3.630457899999999881e+03,3.743158600000000206e+03,1.051096900000000005e+03,1.052721999999999980e+03,7.650691000000000486e+02,7.645698999999999614e+02,1.079993300000000090e+03,1.069439599999999928e+03,7.954856999999999516e+02,8.012400000000000091e+02
1.902749800000000050e+03,9.755656999999999925e+02,8.455960000000000036e+02,1.886194400000000087e+03,1.001373600000000010e+03,8.306562999999999874e+02,3.579866899999999987e+03,3.858268900000000031e+03,1.034738800000000083e+03,1.040876299999999901e+03,7.555076999999999998e+02,7.517441000000000031e+02,1.104245100000000093e+03,1.082311599999999999e+03,8.304198999999999842e+02,8.442922999999999547e+02
1.916567199999999957e+03,1.015917500000000018e+03,8.283583999999999605e+02,1.894604000000000042e+03,1.044845800000000054e+03,8.142296000000000049e+02,3.527650599999999940e+03,3.982871900000000096e+03,1.021708399999999983e+03,1.024371000000000095e+03,7.431824000000000296e+02,7.413887999999999465e+02,1.125992999999999938e+03,1.101517599999999902e+03,8.709592999999999847e+02,8.874020000000000437e+02
1.922087700000000041e+03,1.059048399999999901e+03,8.135896000000000186e+02,1.902262799999999970e+03,1.085590699999999970e+03,7.985641000000000531e+02,3.482912600000000111e+03,4.094230700000000070e+03,1.010175600000000031e+03,1.010189700000000016e+03,7.325933999999999742e+02,7.329538999999999760e+02,1.139925300000000107e+03,1.118446599999999989e+03,9.130313999999999623e+02,9.258274000000000115e+02
1.929753099999999904e+03,1.099135899999999992e+03,8.013654000000000224e+02,1.912483300000000099e+03,1.125471199999999953e+03,7.846572999999999638e+02,3.441145899999999983e+03,4.207720299999999952e+03,9.981318999999999733e+02,9.990620999999999867e+02,7.232541999999999689e+02,7.236977000000000544e+02,1.155613499999999931e+03,1.134981800000000021e+03,9.542548000000000457e+02,9.658701999999999543e+02
1.941642100000000028e+03,1.142783599999999979e+03,7.847525000000000546e+02,1.919584900000000061e+03,1.171206400000000031e+03,7.718880000000000337e+02,3.392661999999999807e+03,4.335195499999999811e+03,9.858201000000000249e+02,9.843229000000000042e+02,7.122752000000000407e+02,7.132437999999999647e+02,1.175011899999999969e+03,1.153221199999999953e+03,9.970710000000000264e+02,1.012891399999999976e+03
1.949334200000000010e+03,1.189899300000000039e+03,7.705289000000000215e+02,1.931333200000000033e+03,1.215277800000000070e+03,7.579376999999999498e+02,3.346063999999999851e+03,4.464247099999999591e+03,9.725892000000000053e+02,9.705040000000000191e+02,7.028365999999999758e+02,7.031341999999999643e+02,1.191665600000000040e+03,1.174601200000000063e+03,1.043671000000000049e+03,1.057309299999999894e+03
1.957101400000000012e+03,1.236181399999999940e+03,7.579722000000000435e+02,1.939354700000000093e+03,1.261237599999999929e+03,7.438605999999999767e+02,3.298556799999999839e+03,4.593151100000000042e+03,9.585513999999999442e+02,9.575152000000000498e+02,6.939107000000000198e+02,6.915795000000000528e+02,1.209972199999999930e+03,1.192219299999999976e+03,1.089820699999999988e+03,1.104138899999999921e+03
1.965767100000000028e+03,1.285058999999999969e+03,7.439276999999999589e+02,1.948328400000000101e+03,1.306394299999999930e+03,7.336740999999999531e+02,3.253565200000000004e+03,4.725585399999999936e+03,9.476396999999999480e+02,9.432217000000000553e+02,6.824765999999999622e+02,6.832272000000000389e+02,1.226090500000000020e+03,1.212487300000000005e+03,1.139547000000000025e+03,1.150460600000000113e+03
1.973792300000000068e+03,1.332440399999999954e+03,7.300413999999999533e+02,1.953065700000000106e+03,1.355778399999999920e+03,7.230578000000000429e+02,3.202222400000000107e+03,4.861953599999999824e+03,9.337849999999999682e+02,9.278007000000000062e+02,6.701286000000000058e+02,6.735081000000000131e+02,1.245496200000000044e+03,1.230428499999999985e+03,1.187864299999999957e+03,1.201164600000000064e+03
1.806285499999999956e+03,6.599691000000000258e+02,1.054333300000000008e+03,1.821594399999999951e+03,6.623930000000000291e+02,1.035555900000000065e+03,4.143577800000000025e+03,2.892553399999999783e+03,1.179296900000000051e+03,1.176359899999999925e+03,8.968763000000000147e+02,8.940447000000000344e+02,9.243586000000000240e+02,9.412376000000000431e+02,5.210561000000000149e+02,5.089010999999999854e+02
1.816457100000000082e+03,6.793368000000000393e+02,1.038227300000000014e+03,1.833919300000000021e+03,6.813692999999999529e+02,1.017023800000000051e+03,4.113749600000000100e+03,2.948583999999999833e+03,1.169868300000000090e+03,1.170238000000000056e+03,8.904175000000000182e+02,8.862258000000000493e+02,9.344642999999999802e+02,9.501693000000000211e+02,5.402711000000000467e+02,5.266793000000000120e+02
1.821675799999999981e+03,7.060593000000000075e+02,1.017416500000000042e+03,1.842136199999999917e+03,7.019937999999999647e+02,1.002151399999999967e+03,4.085659200000000055e+03,3.001773799999999937e+03,1.161384499999999889e+03,1.163692000000000007e+03,8.831141000000000076e+02,8.804686000000000377e+02,9.414049999999999727e+02,9.574260000000000446e+02,5.602480000000000473e+02,5.456947999999999865e+02
1.836122200000000021e+03,7.281072000000000344e+02,9.995596000000000458e+02,1.847055699999999888e+03,7.316915999999999940e+02,9.824806999999999562e+02,4.045744599999999991e+03,3.075272399999999834e+03,1.150356399999999894e+03,1.152849500000000035e+03,8.744378000000000384e+02,8.711009000000000242e+02,9.589211000000000240e+02,9.652042000000000144e+02,5.810737000000000307e+02,5.730733999999999924e+02
1.849440100000000029e+03,7.532835999999999785e+02,9.795780999999999494e+02,1.856030500000000075e+03,7.588373000000000275e+02,9.669628999999999905e+02,4.009132799999999861e+03,3.150999699999999848e+03,1.141076099999999997e+03,1.142704999999999927e+03,8.655177999999999656e+02,8.628338999999999714e+02,9.729086999999999534e+02,9.769113999999999578e+02,6.037992000000000417e+02,6.003804000000000087e+02
1.859946400000000040e+03,7.821019999999999754e+02,9.631386999999999716e+02,1.865842200000000048e+03,7.860263999999999669e+02,9.497060000000000173e+02,3.976428800000000138e+03,3.226332899999999881e+03,1.132810300000000097e+03,1.133092100000000073e+03,8.584323000000000548e+02,8.550941000000000258e+02,9.844972999999999956e+02,9.884219000000000506e+02,6.304471999999999525e+02,6.259664999999999964e+02
1.872917500000000018e+03,8.080258999999999787e+02,9.469824999999999591e+02,1.869535399999999981e+03,8.182779000000000451e+02,9.318939000000000306e+02,3.934389999999999873e+03,3.309243100000000140e+03,1.119986499999999978e+03,1.122779800000000023e+03,8.503229999999999791e+02,8.443007000000000062e+02,1.002704100000000039e+03,9.968306000000000040e+02,6.559122999999999593e+02,6.567961000000000240e+02
1.891006100000000060e+03,8.363329999999999700e+02,9.286876999999999498e+02,1.875868300000000090e+03,8.531031000000000404e+02,9.157024999999999864e+02,3.890554000000000087e+03,3.406146699999999782e+03,1.109653700000000072e+03,1.109272099999999909e+03,8.378905999999999494e+02,8.367376000000000431e+02,1.023846300000000042e+03,1.009033999999999992e+03,6.856362000000000307e+02,6.906301999999999452e+02
1.892432700000000068e+03,8.727146000000000186e+02,9.121760000000000446e+02,1.884504500000000007e+03,8.857132000000000289e+02,8.962652000000000498e+02,3.844473100000000159e+03,3.495333099999999831e+03,1.096359500000000025e+03,1.096946699999999964e+03,8.283649000000000342e+02,8.258020000000000209e+02,1.033965799999999945e+03,1.025174199999999928e+03,7.196331000000000131e+02,7.195599999999999454e+02
1.901121200000000044e+03,9.051583000000000538e+02,8.978839000000000397e+02,1.897503200000000106e+03,9.186457000000000335e+02,8.809583999999999833e+02,3.805938400000000001e+03,3.591332300000000032e+03,1.083867099999999937e+03,1.088487000000000080e+03,8.207735000000000127e+02,8.158107999999999720e+02,1.047982799999999997e+03,1.041513200000000097e+03,7.525399999999999636e+02,7.522962999999999738e+02
1.910780600000000049e+03,9.394593999999999596e+02,8.831377999999999702e+02,1.905838500000000067e+03,9.575363999999999578e+02,8.630425999999999931e+02,3.762628600000000006e+03,3.693166700000000219e+03,1.073894099999999980e+03,1.074740399999999909e+03,8.097341000000000122e+02,8.072599999999999909e+02,1.063523500000000013e+03,1.057062500000000000e+03,7.872260999999999740e+02,7.883546000000000049e+02
1.921780700000000024e+03,9.748088000000000193e+02,8.704991999999999734e+02,1.913687599999999975e+03,9.945244999999999891e+02,8.476724000000000387e+02,3.714171899999999823e+03,3.804801300000000083e+03,1.058072899999999890e+03,1.063403000000000020e+03,8.013082000000000562e+02,7.943877999999999702e+02,1.085161000000000058e+03,1.071151200000000017e+03,8.235466000000000122e+02,8.279424999999999955e+02
1.936376999999999953e+03,1.014204100000000039e+03,8.519180999999999813e+02,1.922659599999999955e+03,1.037021400000000085e+03,8.324086999999999534e+02,3.662509599999999864e+03,3.928079299999999876e+03,1.045784900000000107e+03,1.047091400000000021e+03,7.880946000000000140e+02,7.845386999999999489e+02,1.106619300000000067e+03,1.090556700000000092e+03,8.630004000000000133e+02,8.709029000000000451e+02
1.942201299999999947e+03,1.057386299999999892e+03,8.356647000000000389e+02,1.927329899999999952e+03,1.077356099999999969e+03,8.182934000000000196e+02,3.613364700000000084e+03,4.040867000000000189e+03,1.034015599999999949e+03,1.030626400000000103e+03,7.760168999999999642e+02,7.757057999999999538e+02,1.121434199999999919e+03,1.107841300000000047e+03,9.047856000000000449e+02,9.098058999999999514e+02
1.949257200000000012e+03,1.095654199999999946e+03,8.231525000000000318e+02,1.935776299999999992e+03,1.117236200000000053e+03,8.055659000000000560e+02,3.570929200000000037e+03,4.151713099999999940e+03,1.021361200000000053e+03,1.019960799999999949e+03,7.659275000000000091e+02,7.666797000000000253e+02,1.136992799999999988e+03,1.123213299999999890e+03,9.447824000000000524e+02,9.497246000000000095e+02
1.961426699999999983e+03,1.138615800000000036e+03,8.066349000000000160e+02,1.941615399999999909e+03,1.161498800000000074e+03,7.925914000000000215e+02,3.522152700000000095e+03,4.276230300000000170e+03,1.009137699999999995e+03,1.005404099999999971e+03,7.551308999999999969e+02,7.554800000000000182e+02,1.156860799999999927e+03,1.139948000000000093e+03,9.865480000000000018e+02,9.958735000000000355e+02
1.965414500000000089e+03,1.182644500000000107e+03,7.951168000000000120e+02,1.948402499999999918e+03,1.207045299999999997e+03,7.784234999999999900e+02,3.474977499999999964e+03,4.398069599999999809e+03,9.953346000000000231e+02,9.917405999999999722e+02,7.461475000000000364e+02,7.447548000000000457e+02,1.172230199999999968e+03,1.158320099999999911e+03,1.030463500000000067e+03,1.040055800000000090e+03
1.973053599999999960e+03,1.230555200000000013e+03,7.817679000000000542e+02,1.957701800000000048e+03,1.251595100000000002e+03,7.642566000000000486e+02,3.421815999999999804e+03,4.533114199999999983e+03,9.793896999999999480e+02,9.782926999999999680e+02,7.362337999999999738e+02,7.308998000000000275e+02,1.192152100000000019e+03,1.177787299999999959e+03,1.078601100000000088e+03,1.087573699999999917e+03
1.982680299999999988e+03,1.280491999999999962e+03,7.655488000000000284e+02,1.966989900000000034e+03,1.296609400000000051e+03,7.533719999999999573e+02,3.373020700000000033e+03,4.668671699999999873e+03,9.681752000000000180e+02,9.628297999999999774e+02,7.228097000000000207e+02,7.222060000000000173e+02,1.209378999999999905e+03,1.199543200000000070e+03,1.129357199999999921e+03,1.133392299999999977e+03
1.992709299999999985e+03,1.327091300000000047e+03,7.506861000000000104e+02,1.972729499999999916e+03,1.347301699999999983e+03,7.424253999999999678e+02,3.320171400000000176e+03,4.808771899999999732e+03,9.553360000000000127e+02,9.461607000000000198e+02,7.090416000000000167e+02,7.126331000000000131e+02,1.229575000000000045e+03,1.218930900000000065e+03,1.177534100000000080e+03,1.185731899999999996e+03
1.838373599999999897e+03,6.612499000000000251e+02,1.069311699999999973e+03,1.841414299999999912e+03,6.642889000000000124e+02,1.060154700000000048e+03,4.281171599999999671e+03,2.849621500000000196e+03,1.206196699999999964e+03,1.192543499999999995e+03,9.397859999999999445e+02,9.456453999999999951e+02,9.113066000000000031e+02,9.275194999999999936e+02,5.126458999999999833e+02,5.011494999999999891e+02
1.849484200000000101e+03,6.801114999999999782e+02,1.052361499999999978e+03,1.849562100000000100e+03,6.864453999999999496e+02,1.040423500000000104e+03,4.248935900000000402e+03,2.905452299999999923e+03,1.197331500000000005e+03,1.184847299999999905e+03,9.324098999999999933e+02,9.373472000000000435e+02,9.225068999999999733e+02,9.350593999999999824e+02,5.307088999999999714e+02,5.201770999999999958e+02
1.855212999999999965e+03,7.072120999999999640e+02,1.032089600000000019e+03,1.857794599999999946e+03,7.064266999999999825e+02,1.025485200000000077e+03,4.223649699999999939e+03,2.956571500000000015e+03,1.190885199999999941e+03,1.178263899999999921e+03,9.256902999999999793e+02,9.318102999999999838e+02,9.281065999999999576e+02,9.422477000000000089e+02,5.508325999999999567e+02,5.383845999999999776e+02
1.869284900000000107e+03,7.289199999999999591e+02,1.013491800000000012e+03,1.861888300000000072e+03,7.355017000000000280e+02,1.005641499999999951e+03,4.184793099999999868e+03,3.025935100000000148e+03,1.180582400000000007e+03,1.167999299999999948e+03,9.173427000000000362e+02,9.218686999999999898e+02,9.442344000000000506e+02,9.491477999999999611e+02,5.705371999999999844e+02,5.650157000000000380e+02
1.881821200000000090e+03,7.533975000000000364e+02,9.937463999999999942e+02,1.868682800000000043e+03,7.636408000000000129e+02,9.888950999999999567e+02,4.146959899999999834e+03,3.099223899999999958e+03,1.171359500000000025e+03,1.157449000000000069e+03,9.076834000000000060e+02,9.134679999999999609e+02,9.581684999999999945e+02,9.596411000000000513e+02,5.927536999999999807e+02,5.916606000000000449e+02
1.892388300000000072e+03,7.824804000000000315e+02,9.755570000000000164e+02,1.877497599999999920e+03,7.896635999999999740e+02,9.733542999999999665e+02,4.110851800000000367e+03,3.176089399999999841e+03,1.163895500000000084e+03,1.145401499999999942e+03,8.980628000000000384e+02,9.064919999999999618e+02,9.695204999999999700e+02,9.728609000000000151e+02,6.199469000000000278e+02,6.167611000000000558e+02
1.905722800000000007e+03,8.069202999999999975e+02,9.594860999999999649e+02,1.882310799999999972e+03,8.218623999999999796e+02,9.561119999999999663e+02,4.070731600000000071e+03,3.257682800000000043e+03,1.151176999999999907e+03,1.136230900000000020e+03,8.899457999999999629e+02,8.963778999999999542e+02,9.881163000000000238e+02,9.809275999999999840e+02,6.438900999999999613e+02,6.477487999999999602e+02
1.920926999999999907e+03,8.368740999999999985e+02,9.403273000000000366e+02,1.888611799999999903e+03,8.554461000000000013e+02,9.390471000000000004e+02,4.022341699999999946e+03,3.354891700000000128e+03,1.139568700000000035e+03,1.122014300000000048e+03,8.769047000000000480e+02,8.868540000000000418e+02,1.008126600000000053e+03,9.945820999999999685e+02,6.745284000000000333e+02,6.806545999999999594e+02
1.923367999999999938e+03,8.707472999999999956e+02,9.258252999999999702e+02,1.897917599999999993e+03,8.877735000000000127e+02,9.198189999999999600e+02,3.976863199999999779e+03,3.444587500000000091e+03,1.125669200000000046e+03,1.110720100000000002e+03,8.680907999999999447e+02,8.753831000000000131e+02,1.020241300000000024e+03,1.009741300000000024e+03,7.069393000000000029e+02,7.106656000000000404e+02
1.930767499999999927e+03,9.024034000000000333e+02,9.107809999999999491e+02,1.908963099999999940e+03,9.202761000000000422e+02,9.052626999999999953e+02,3.938099200000000110e+03,3.536354600000000119e+03,1.114580699999999979e+03,1.100972299999999905e+03,8.590961999999999534e+02,8.664500000000000455e+02,1.032417999999999893e+03,1.025934700000000021e+03,7.388569999999999709e+02,7.421449000000000069e+02
1.939855299999999943e+03,9.367758999999999787e+02,8.960946999999999889e+02,1.919679200000000037e+03,9.581585000000000036e+02,8.866743999999999915e+02,3.894112000000000080e+03,3.639126000000000204e+03,1.102692999999999984e+03,1.089143100000000004e+03,8.486239000000000487e+02,8.566520000000000437e+02,1.048770700000000033e+03,1.041989600000000110e+03,7.736382999999999583e+02,7.777273999999999887e+02
1.949741999999999962e+03,9.724823999999999842e+02,8.826950000000000500e+02,1.926819700000000012e+03,9.947829000000000406e+02,8.705185000000000173e+02,3.847351599999999962e+03,3.745688900000000103e+03,1.088216400000000021e+03,1.077838199999999915e+03,8.402137000000000171e+02,8.440833000000000084e+02,1.068491800000000012e+03,1.055649599999999964e+03,8.089974999999999454e+02,8.155499999999999545e+02
