w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15
1.710489299999999957e+03,1.204534599999999955e+03,5.501276000000000295e+02,1.680419699999999921e+03,1.235333399999999983e+03,5.417273999999999887e+02,2.739920000000000073e+03,4.178712000000000444e+03,9.341530000000000200e+02,9.075641000000000531e+02,4.410761999999999716e+02,4.601267000000000280e+02,1.190093200000000024e+03,1.181030700000000024e+03,9.008291000000000395e+02,9.097590000000000146e+02
1.725969700000000103e+03,1.242792400000000043e+03,5.390447000000000344e+02,1.692331899999999905e+03,1.274098899999999958e+03,5.301873000000000502e+02,2.703295700000000124e+03,4.297129200000000310e+03,9.216426999999999907e+02,8.952609999999999673e+02,4.361850999999999772e+02,4.532069000000000187e+02,1.209464400000000069e+03,1.196792200000000093e+03,9.415145999999999731e+02,9.523579999999999472e+02
1.741768399999999929e+03,1.287249700000000075e+03,5.264620999999999640e+02,1.708644299999999930e+03,1.315178200000000061e+03,5.181272000000000162e+02,2.659820000000000164e+03,4.433609900000000380e+03,9.070421000000000049e+02,8.796570000000000391e+02,4.297278999999999769e+02,4.463929999999999723e+02,1.230079199999999901e+03,1.219247800000000097e+03,9.896309999999999718e+02,9.976518999999999551e+02
1.750082799999999907e+03,1.329855999999999995e+03,5.174651999999999816e+02,1.721567199999999957e+03,1.358488100000000031e+03,5.072706999999999766e+02,2.620283199999999852e+03,4.560446799999999712e+03,8.931775999999999840e+02,8.660312999999999874e+02,4.231102999999999952e+02,4.409639999999999986e+02,1.246213799999999992e+03,1.238255900000000111e+03,1.035902299999999968e+03,1.043074800000000096e+03
1.762293300000000045e+03,1.371897500000000036e+03,5.062117000000000075e+02,1.733881000000000085e+03,1.401153700000000072e+03,4.985104999999999791e+02,2.579949200000000019e+03,4.689998499999999694e+03,8.769018999999999551e+02,8.546278999999999542e+02,4.180677999999999770e+02,4.333516000000000190e+02,1.265651200000000017e+03,1.255498399999999947e+03,1.080781600000000026e+03,1.091067299999999932e+03
1.778894199999999955e+03,1.415645899999999983e+03,4.934929000000000201e+02,1.741792599999999993e+03,1.451226799999999912e+03,4.882176000000000045e+02,2.534344599999999900e+03,4.830925400000000081e+03,8.630585999999999558e+02,8.377815000000000509e+02,4.095595999999999890e+02,4.269449000000000183e+02,1.288621499999999969e+03,1.272237699999999904e+03,1.127793300000000045e+03,1.145272899999999936e+03
1.791687599999999975e+03,1.463914700000000039e+03,4.828444999999999823e+02,1.758062799999999925e+03,1.500521899999999960e+03,4.751469000000000165e+02,2.493402599999999893e+03,4.974775800000000345e+03,8.478257999999999583e+02,8.251743000000000166e+02,4.039277999999999906e+02,4.194746999999999844e+02,1.308842200000000048e+03,1.293190200000000004e+03,1.178851000000000113e+03,1.196892399999999952e+03
1.808447100000000091e+03,1.509352599999999939e+03,4.715332999999999970e+02,1.766971500000000106e+03,1.553220100000000002e+03,4.663088999999999942e+02,2.451404700000000048e+03,5.120428799999999683e+03,8.344592999999999847e+02,8.094787999999999784e+02,3.957089000000000283e+02,4.147576999999999998e+02,1.331457200000000057e+03,1.311556599999999889e+03,1.228707599999999957e+03,1.251707400000000007e+03
1.819481199999999944e+03,1.562027900000000045e+03,4.614005000000000223e+02,1.781190499999999929e+03,1.600949499999999944e+03,4.572730000000000246e+02,2.408565999999999804e+03,5.269756599999999708e+03,8.204379000000000133e+02,7.948493999999999460e+02,3.881700999999999908e+02,4.081086000000000240e+02,1.350133900000000040e+03,1.333719100000000026e+03,1.285167699999999968e+03,1.303735899999999901e+03
1.831623000000000047e+03,1.609422600000000102e+03,4.538500000000000227e+02,1.789773200000000088e+03,1.651592799999999897e+03,4.501508000000000038e+02,2.367193400000000111e+03,5.415219000000000051e+03,8.063669999999999618e+02,7.812509000000000015e+02,3.824302999999999884e+02,4.001451999999999884e+02,1.371202999999999975e+03,1.350778900000000021e+03,1.335895299999999907e+03,1.360341799999999921e+03
1.578024799999999914e+03,9.185875999999999522e+02,6.832223000000000184e+02,1.569745599999999968e+03,9.324705999999999904e+02,6.778139999999999645e+02,3.101889200000000073e+03,3.253975699999999961e+03,1.041047800000000052e+03,1.012802900000000022e+03,5.161240000000000236e+02,5.349144999999999754e+02,1.036873900000000049e+03,1.054933500000000095e+03,5.867889999999999873e+02,5.783792999999999438e+02
1.594853100000000040e+03,9.393024000000000342e+02,6.689606999999999744e+02,1.584592900000000100e+03,9.535167000000000144e+02,6.611869000000000369e+02,3.082726299999999810e+03,3.315686400000000049e+03,1.034040999999999940e+03,1.006227099999999950e+03,5.132554999999999836e+02,5.322027000000000498e+02,1.047229900000000043e+03,1.061968299999999999e+03,6.095897999999999683e+02,5.998984000000000378e+02
